phrase;opinion_value;standard_deviation;standard_error;phrase_type;manual_correction
sehr gut ausbalanciert;0.942;0.161;0.029;a;
sehr gut auseinander;0.400;0.000;0.000;a;m
sehr gut ausgewählt;0.915;0.187;0.045;a;
sehr gut bedienbares;0.958;0.138;0.056;a;
sehr gut beraten;0.918;0.185;0.015;a;
sehr gut besser;1.000;0.000;0.000;a;
sehr gut bewährt;0.949;0.152;0.032;a;
sehr gut bildlich;0.926;0.178;0.031;a;
sehr gut durchdacht;0.905;0.196;0.010;a;
sehr gut durchführbar;0.938;0.165;0.074;a;
sehr gut entfernt;0.938;0.165;0.074;a;
sehr gut ergänzt;1.000;0.000;0.000;a;
sehr gut erhalten;0.924;0.180;0.023;a;
sehr gut erklärt;0.941;0.162;0.009;a;
sehr gut gearbeitet;0.918;0.185;0.036;a;
sehr gut gedreht;0.938;0.165;0.074;a;
sehr gut geeignet;0.862;0.275;0.036;a;
sehr gut gefallen;0.875;0.217;0.031;a;
sehr gut Gefühl;0.924;0.180;0.030;n;
sehr gut gegliedert;0.948;0.153;0.016;a;
sehr gut geholfen;0.961;0.134;0.022;a;
sehr gut gelaufen;0.980;0.097;0.016;a;
sehr gut gelungen;0.920;0.183;0.017;a;
sehr gut gemacht;0.812;0.282;0.058;a;
sehr gut gemixt;0.938;0.165;0.074;a;
sehr gut gepolstert;0.950;0.150;0.019;a;
sehr gut gereinigt;0.993;0.059;0.020;a;
sehr gut geschafft;0.906;0.195;0.044;a;
sehr gut Geschenk;0.929;0.175;0.047;n;
sehr gut geschlafen;1.000;0.000;0.000;a;
sehr gut geschmeckt;1.000;0.000;0.000;a;
sehr gut geschützt;0.918;0.186;0.022;a;
sehr gut gesungen;0.945;0.156;0.039;a;
sehr gut gut;0.906;0.195;0.069;a;
sehr gut harmoniert;0.973;0.113;0.043;a;
sehr gut Hilfe;0.875;0.217;0.048;n;
sehr gut investiert;1.000;0.000;0.000;a;
sehr gut klingend;0.986;0.117;0.039;a;
sehr gut kombinierbar;1.000;0.000;0.000;a;
sehr gut konstruiert;0.900;0.200;0.038;a;
sehr gut Leistung;0.967;0.125;0.032;n;
sehr gut lesbares;0.925;0.179;0.025;a;
sehr gut Lösung;0.906;0.195;0.023;n;
sehr gut machbar;0.949;0.152;0.046;a;
sehr gut Mittelklasse;0.958;0.138;0.056;n;
sehr gut passend;0.918;0.185;0.036;a;
sehr gut Qualität;0.932;0.178;0.012;n;
sehr gut recherchierte;0.941;0.192;0.047;a;
sehr gut rein;0.900;0.200;0.028;a;
sehr gut sauber;0.912;0.190;0.038;a;
sehr gut schnell;0.958;0.138;0.056;a;
sehr gut sehr empfehlenswert;0.958;0.138;0.056;a;
sehr gut sortiert;1.000;0.000;0.000;a;
sehr gut Standardwerk;0.562;0.165;0.074;n;
sehr gut Star;0.938;0.165;0.074;n;
sehr gut strukturiert;0.987;0.079;0.007;a;
sehr gut tragbar;0.973;0.113;0.043;a;
sehr gut übersetzt;0.932;0.171;0.035;a;
sehr gut umgesetzt;0.700;0.332;0.105;a;
sehr gut unabhängig;0.938;0.165;0.074;a;
sehr gut unterhaltend;0.958;0.138;0.056;a;
sehr gut untermalt;0.958;0.138;0.056;a;
sehr gut unterstützt;0.943;0.158;0.035;a;
sehr gut unterteilt;1.000;0.000;0.000;a;
sehr gut veranschaulicht;0.973;0.113;0.043;a;
sehr gut verarbeitet;0.870;0.303;0.063;a;
sehr gut verbaut;1.000;0.000;0.000;a;
sehr gut vereint;0.562;0.165;0.074;a;
sehr gut verfasst;0.984;0.087;0.031;a;
sehr gut verfilmt;0.906;0.195;0.044;a;
sehr gut verpackt;0.944;0.158;0.007;a;
sehr gut verpackt geliefert;1.000;0.000;0.000;a;
sehr gut versorgt;1.000;0.000;0.000;a;
sehr gut verständlich;0.934;0.169;0.009;a;
sehr gut verständlich erklärt;1.000;0.000;0.000;a;
sehr gut verstaut;0.906;0.195;0.069;a;
sehr gut verträglich;0.973;0.113;0.019;a;
sehr gut voreingestellt;1.000;0.000;0.000;a;
sehr gut wahrnehmbar;1.000;0.000;0.000;a;
sehr gut zufrieden;0.933;0.170;0.022;a;
sehr gut zurecht gekommen;0.993;0.059;0.020;a;
sehr haltbar;0.911;0.192;0.019;a;
sehr handlich;0.760;0.250;0.050;a;
sehr hautnah;1.000;0.000;0.000;a;
sehr heilsam;0.938;0.165;0.074;a;
sehr hell;0.727;0.328;0.099;a;
sehr herzlich;0.935;0.168;0.023;a;
sehr herzzerreißend;1.000;0.000;0.000;a;
sehr hilflos;-0.400;0.000;0.000;a;m
sehr hilfreich;0.906;0.205;0.010;a;
sehr hoch;0.479;0.699;0.143;a;
sehr hoch Qualität;0.925;0.197;0.023;n;
sehr hochwertig;0.922;0.182;0.032;a;
sehr hochwertig anmutend;1.000;0.000;0.000;a;
sehr hochwertig gearbeitet;0.958;0.138;0.056;a;
sehr hochwertig Qualität;0.906;0.195;0.056;n;
sehr hochwertig verarbeitet;0.918;0.185;0.012;a;
sehr hochwertig verpackt;1.000;0.000;0.000;a;
sehr hübsch;0.812;0.385;0.051;a;
sehr humorvoll;0.900;0.200;0.063;a;
sehr hygienisch;1.000;0.000;0.000;a;
sehr hymnisch;1.000;0.000;0.000;a;
sehr ideal;0.906;0.195;0.069;a;
sehr imponiert;0.929;0.175;0.033;a;
sehr informativ;0.900;0.210;0.019;a;
sehr inspirierend;0.962;0.133;0.037;a;
sehr intelligent geschrieben;1.000;0.000;0.000;a;
sehr intensiv;0.900;0.200;0.063;a;
sehr intensiv erlebt;1.000;0.000;0.000;a;
sehr interessant;0.817;0.268;0.017;a;
sehr intuitiv bedienbar;0.938;0.165;0.052;a;
sehr jazzig;0.000;0.000;0.000;a;m
sehr kinderfreundlich;0.924;0.180;0.042;a;
sehr kindgerecht;0.916;0.187;0.018;a;
sehr klasse;0.900;0.200;0.022;a;
sehr klein;0.184;0.492;0.113;a;
sehr knusprig;1.000;0.000;0.000;a;
sehr komfortabel;0.900;0.200;0.063;a;
sehr kompakt gehalten;0.938;0.165;0.052;a;
sehr komplex angelegt;0.400;0.000;0.000;a;m
sehr konträr;0.000;0.000;0.000;a;m
sehr köstlich;0.984;0.087;0.031;a;
sehr kraftvoll;0.907;0.194;0.015;a;
sehr kratzfest;0.920;0.183;0.039;a;
sehr kratzfesten;0.938;0.165;0.074;a;
sehr kurz;0.000;0.000;0.000;a;m
sehr kurzweilig;0.641;0.407;0.065;a;
sehr lang;0.000;0.000;0.000;a;m
sehr lang anhaltend;0.400;0.000;0.000;a;m
sehr lang haltbar;1.000;0.000;0.000;a;
sehr lang warm;0.906;0.195;0.027;a;
sehr langatmig;-0.447;0.394;0.052;a;
sehr langlebig;0.902;0.198;0.023;a;
sehr langsam;-0.476;0.545;0.119;a;
sehr langweilig;-0.938;0.165;0.026;a;
sehr lässig;0.400;0.000;0.000;a;m
sehr laut;-0.111;0.458;0.108;a;
sehr lebendig gezeichnet;1.000;0.000;0.000;a;
sehr lebendig umgesetzt;1.000;0.000;0.000;a;
sehr lebensecht;0.911;0.191;0.033;a;
sehr lecker;0.929;0.175;0.021;a;
sehr lehrreich;0.854;0.353;0.055;a;
sehr leicht;0.485;0.668;0.116;a;
sehr leicht bedienbar;0.906;0.195;0.049;a;
sehr leicht einstellbar;0.973;0.113;0.043;a;
sehr leicht erklärt;1.000;0.000;0.000;a;
sehr leicht gefallen;0.989;0.073;0.018;a;
sehr leicht nachvollziehbar;0.986;0.117;0.039;a;
sehr leicht sauber;1.000;0.000;0.000;a;
sehr leicht verständlich;0.902;0.198;0.016;a;
sehr leicht zurecht;1.000;0.000;0.000;a;
sehr leichtfüßig;0.973;0.113;0.043;a;
sehr leise;0.676;0.567;0.138;a;
sehr lesenswert;0.881;0.213;0.019;a;
sehr liebevoll gestaltet;0.958;0.138;0.033;a;
sehr liebevoll illustriert;0.958;0.138;0.056;a;
sehr lohnenswert;0.900;0.200;0.017;a;
sehr luftig;0.400;0.000;0.000;a;m
sehr lustig;0.850;0.284;0.021;a;
sehr lustig geschrieben;1.000;0.000;0.000;a;
sehr melodisch;0.936;0.167;0.013;a;
sehr menschlich geblieben;0.973;0.113;0.043;a;
sehr menschlich geschildert;0.938;0.165;0.074;a;
sehr menschlich gezeichnet;0.973;0.113;0.043;a;
sehr milchig;-0.062;0.165;0.074;a;
sehr misstrauisch;-0.800;0.000;0.000;a;m
sehr moralisch;1.000;0.000;0.000;a;
sehr motivierend;0.923;0.180;0.050;a;
sehr musikalisch;0.973;0.113;0.019;a;
sehr nachdenklich;0.682;0.241;0.073;a;
sehr nachdenklich machend;0.400;0.000;0.000;a;m
sehr nachdenklich stimmend;0.400;0.000;0.000;a;m
sehr nachhaltig;0.958;0.138;0.025;a;
sehr nachvollziehbar geschildert;1.000;0.000;0.000;a;
sehr nah;0.000;0.000;0.000;a;m
sehr nah gehen;0.400;0.000;0.000;a;m
sehr nahestehend;0.400;0.000;0.000;a;m
sehr namhaft;0.938;0.165;0.074;a;
sehr naturgetreu;0.912;0.190;0.038;a;
sehr natürlich wirkend;1.000;0.000;0.000;a;
sehr neidisch;1.000;0.000;0.000;a;
sehr nett;0.718;0.309;0.029;a;
sehr nett gestalten;0.945;0.156;0.039;a;
sehr neuartig;0.938;0.165;0.074;a;
sehr niedlich;1.000;0.000;0.000;a;
sehr niveauvoll;0.938;0.165;0.052;a;
sehr niveauvolle;0.958;0.138;0.056;a;
sehr nützlich;0.884;0.220;0.020;a;
sehr oberflächlich;-0.537;0.358;0.069;a;
sehr offensiv;1.000;0.000;0.000;a;
sehr oft laut;-0.400;0.000;0.000;a;m
sehr ordentlich;0.683;0.241;0.044;a;
sehr ordentlich verpackt;0.952;0.147;0.036;a;
sehr organisch;0.400;0.000;0.000;a;m
sehr orientalisch;0.400;0.000;0.000;a;m
sehr passgenau;0.905;0.196;0.016;a;
sehr persönlich;0.737;0.298;0.068;a;
sehr persönlich Stil;0.000;0.000;0.000;n;m
sehr pflegeleicht;0.913;0.190;0.023;a;
sehr pikant;0.938;0.165;0.074;a;
sehr pompös;0.906;0.195;0.069;a;
sehr positiv;0.857;0.323;0.061;a;
sehr positiv aufgenommen;0.958;0.138;0.056;a;
sehr positiv überrascht;0.929;0.175;0.027;a;
sehr positiv Überraschung;0.924;0.180;0.042;n;
sehr pragmatisch;0.938;0.165;0.033;a;
sehr praktisch;0.873;0.234;0.014;a;
sehr praktisch erweisen;1.000;0.000;0.000;a;
sehr praktisch Lösung;0.958;0.138;0.056;n;
sehr praxisbezogen;0.938;0.165;0.052;a;
sehr praxisnah;1.000;0.000;0.000;a;
sehr praxisnahe;0.986;0.117;0.039;a;
sehr praxisnahen;0.984;0.087;0.031;a;
sehr praxisnahes;1.000;0.000;0.000;a;
sehr preiswert;0.958;0.138;0.040;a;
sehr progressiv;1.000;0.000;0.000;a;
sehr pünktlich;0.920;0.184;0.022;a;
sehr qualitativ;0.933;0.170;0.032;a;
sehr radiotauglich;0.969;0.174;0.062;a;
sehr realistisch;0.842;0.232;0.053;a;
sehr realitätsgetreu;0.938;0.165;0.052;a;
sehr rechtslastig;0.438;0.165;0.074;a;
sehr resistent;1.000;0.000;0.000;a;
sehr robust;0.908;0.194;0.007;a;
sehr robust verarbeitet;0.958;0.138;0.056;a;
sehr rockigen;0.938;0.165;0.052;a;
sehr rockiger;0.984;0.087;0.031;a;
sehr rockiges;0.958;0.138;0.056;a;
sehr romantisch;0.938;0.242;0.061;a;
sehr ruhig;0.364;0.375;0.113;a;
sehr ruhig erzählt;0.551;0.152;0.046;a;
sehr samtig;1.000;0.000;0.000;a;
sehr sättigend;1.000;0.000;0.000;a;
sehr sauber gearbeitet;0.958;0.138;0.056;a;
sehr sauber Gefühl;0.949;0.152;0.046;n;
sehr sauber verarbeitet;0.906;0.195;0.024;a;
sehr saugfähig;0.966;0.125;0.035;a;
sehr schade;-0.599;0.522;0.062;a;
sehr schick;0.827;0.333;0.045;a;
sehr schlecht;-0.826;0.344;0.020;a;
sehr schlecht geschrieben;-0.958;0.138;0.056;a;
sehr schlecht Qualität;-1.000;0.000;0.000;n;
sehr schmackhaft;0.901;0.199;0.026;a;
sehr schnell;0.869;0.361;0.027;a;
sehr schnell abwickeln;0.966;0.125;0.035;a;
sehr schnell angekommen;0.922;0.195;0.032;a;
sehr schnell aufgeheizt;0.949;0.152;0.046;a;
sehr schnell begeistert;1.000;0.000;0.000;a;
sehr schnell erfolgt;1.000;0.000;0.000;a;
sehr schnell erlernt;1.000;0.000;0.000;a;
sehr schnell gehen;0.958;0.138;0.056;a;
sehr schnell geklappt;0.984;0.087;0.022;a;
sehr schnell gelernt;0.929;0.175;0.047;a;
sehr schnell getrocknet;1.000;0.000;0.000;a;
sehr schnell hoch;0.964;0.130;0.030;a;
sehr schnell installiert;0.929;0.175;0.047;a;
sehr schnell leicht;0.938;0.165;0.074;a;
sehr schnell trocken;0.958;0.138;0.025;a;
sehr schnell trocknen;1.000;0.000;0.000;a;
sehr schnell versandt;0.988;0.078;0.016;a;
sehr schnell verschickt;0.938;0.165;0.030;a;
sehr schnell versenden;0.977;0.104;0.022;a;
sehr schnell verstehen;0.984;0.087;0.018;a;
sehr schnell zusenden;0.984;0.087;0.031;a;
sehr schön;0.888;0.243;0.005;a;
sehr schön Abenteuer;1.000;0.000;0.000;n;
sehr schön bunt;1.000;0.000;0.000;a;
sehr schön Erlebnis;1.000;0.000;0.000;n;
sehr schön erzählt;0.952;0.147;0.036;a;
sehr schön flach;0.958;0.138;0.056;a;
sehr schön Gefühl;1.000;0.000;0.000;n;
sehr schön gegliedert;0.949;0.152;0.046;a;
sehr schön Geschenk;0.853;0.228;0.055;n;
sehr schön geschildert;0.938;0.165;0.052;a;
sehr schön gesprochen;0.938;0.165;0.074;a;
sehr schön gesungen;1.000;0.000;0.000;a;
sehr schön gezeigt;0.984;0.087;0.031;a;
sehr schön hell;0.906;0.195;0.069;a;
sehr schön Klassiker;0.938;0.165;0.074;n;
sehr schön Märchen;1.000;0.000;0.000;n;
sehr schön Qualität;0.906;0.195;0.049;n;
sehr schön Schmuckstück;1.000;0.000;0.000;n;
sehr schön zusammenstellen;0.958;0.138;0.056;a;
sehr schonungslos;0.000;0.000;0.000;a;m
sehr schwach;-0.676;0.402;0.042;a;
sehr schwer;0.094;0.667;0.167;a;
sehr schwermütig;0.000;0.000;0.000;a;m
sehr schwierig;-0.400;0.000;0.000;a;m
sehr sehenswert;0.933;0.170;0.031;a;
sehr sehr angenehm;0.938;0.165;0.028;a;
sehr sehr angenehm überrascht;0.562;0.165;0.074;a;
sehr sehr beeindruckend;1.000;0.000;0.000;a;
sehr sehr beeindruckt;0.938;0.165;0.074;a;
sehr sehr begeistert;1.000;0.000;0.000;a;
sehr sehr bequem;0.973;0.113;0.043;a;
sehr sehr ehrlich;1.000;0.000;0.000;a;
sehr sehr emotional;1.000;0.000;0.000;a;
sehr sehr empfehlenswert;1.000;0.000;0.000;a;
sehr sehr gefühlvoll;1.000;0.000;0.000;a;
sehr sehr geil;0.955;0.144;0.043;a;
sehr sehr gelungen;0.998;0.033;0.006;a;
sehr sehr genial;1.000;0.000;0.000;a;
sehr sehr gut;0.966;0.143;0.013;a;
sehr sehr gut gefallen;0.967;0.124;0.015;a;
sehr sehr gut gelungen;0.955;0.143;0.024;a;
sehr sehr gut gemacht;1.000;0.000;0.000;a;
sehr sehr gut Qualität;1.000;0.000;0.000;n;
sehr sehr gut verarbeitet;1.000;0.000;0.000;a;
sehr sehr hilfreich;0.949;0.152;0.032;a;
sehr sehr hochwertig;0.966;0.125;0.035;a;
sehr sehr kritisch;0.000;0.000;0.000;a;m
sehr sehr lecker;0.988;0.078;0.016;a;
sehr sehr lesenswert;0.938;0.165;0.043;a;
sehr sehr lustig;0.943;0.159;0.023;a;
sehr sehr präzis;1.000;0.000;0.000;a;
sehr sehr realistisch;1.000;0.000;0.000;a;
sehr sehr scharf;0.949;0.152;0.046;a;
sehr sehr schön;0.917;0.186;0.034;a;
sehr sehr sehr gut;0.977;0.104;0.016;a;
sehr sehr sehr hochwertig;0.958;0.138;0.040;a;
sehr sehr sehr zufrieden;1.000;0.000;0.000;a;
sehr sehr skeptisch;0.000;0.000;0.000;a;m
sehr sehr spannend;0.958;0.138;0.040;a;
sehr sehr stabil;0.906;0.195;0.069;a;
sehr sehr überrascht;0.938;0.165;0.074;a;
sehr sehr übersichtlich;0.958;0.138;0.056;a;
sehr sehr warm;1.000;0.000;0.000;a;
sehr sehr witzig;1.000;0.000;0.000;a;
sehr sehr zufrieden;0.964;0.129;0.034;a;
sehr sinnlich;0.909;0.193;0.024;a;
sehr sinnvoll;0.795;0.444;0.095;a;
sehr skeptisch;0.000;0.000;0.000;a;m
sehr skeptisch gegenüber;0.000;0.000;0.000;a;m
sehr solide;0.657;0.354;0.060;a;
sehr solide gebaut;0.989;0.073;0.018;a;
sehr sozialkritisch;0.000;0.000;0.000;a;m
sehr spannend;0.865;0.238;0.010;a;
sehr spannend Abenteuer;0.984;0.087;0.031;n;
sehr spannend gefunden;0.406;0.195;0.069;a;
sehr sprachgewandt;1.000;0.000;0.000;a;
sehr spritzig;0.938;0.165;0.033;a;
sehr stabil;0.864;0.241;0.031;a;
sehr stabil gearbeitet;0.958;0.138;0.056;a;
sehr stabil gebaut;0.932;0.171;0.025;a;
sehr stabil gefertigt;1.000;0.000;0.000;a;
sehr standfest;0.943;0.159;0.023;a;
sehr standhaft;0.938;0.165;0.074;a;
sehr stark;0.616;0.636;0.097;a;
sehr stark ausgeprägt;0.562;0.165;0.074;a;
sehr stark berührt;0.938;0.165;0.074;a;
sehr stark erweitern;0.938;0.165;0.074;a;
sehr stark Leistung;0.979;0.176;0.059;n;
sehr stark verbessern;0.000;0.000;0.000;a;m
sehr stilvoll;0.904;0.197;0.026;a;
sehr strapazierfähig;0.917;0.186;0.022;a;
sehr strukturiert aufgebaut;0.979;0.100;0.026;a;
sehr stylisch;0.850;0.320;0.101;a;
sehr süffig;1.000;0.000;0.000;a;
sehr super;0.920;0.183;0.028;a;
sehr süß;0.852;0.262;0.033;a;
sehr taff;1.000;0.000;0.000;a;
sehr taffe;1.000;0.000;0.000;a;
sehr temperamentvoll;0.000;0.000;0.000;a;m
sehr textlastig;0.938;0.165;0.052;a;
sehr tief beeindruckt;1.000;0.000;0.000;a;
sehr tief berührt;1.000;0.000;0.000;a;
sehr tiefgründig;0.924;0.180;0.013;a;
sehr toll;0.969;0.121;0.011;a;
sehr top;1.000;0.000;0.000;a;
sehr toughe;0.973;0.113;0.043;a;
sehr tragend;0.993;0.059;0.020;a;
sehr träumerisch;0.938;0.165;0.074;a;
sehr traurig;-0.400;0.000;0.000;a;m
sehr traurig gestimmt;0.000;0.000;0.000;a;m
sehr treibend;0.943;0.158;0.035;a;
sehr tröstlich;0.932;0.171;0.035;a;
sehr übergewichtig;-0.400;0.000;0.000;a;m
sehr überrascht;0.950;0.150;0.034;a;
sehr übersichtlich;0.875;0.217;0.044;a;
sehr übersichtlich angeordnet;1.000;0.000;0.000;a;
sehr übersichtlich aufgebaut;0.910;0.192;0.022;a;
sehr übersichtlich gegliedert;1.000;0.000;0.000;a;
sehr überzeugend;0.963;0.131;0.018;a;
sehr überzeugend rüber;0.938;0.165;0.052;a;
sehr ulkig;0.551;0.152;0.046;a;
sehr umfänglich;1.000;0.000;0.000;a;
sehr umfangreich;0.812;0.282;0.058;a;
sehr umgänglich;0.958;0.138;0.056;a;
sehr unabhängig;0.938;0.165;0.074;a;
sehr ungenau;-0.875;0.217;0.062;a;
sehr unkonventionelle;0.400;0.000;0.000;a;m
sehr unkonventionellen;0.400;0.000;0.000;a;m
sehr unmittelbar;0.958;0.138;0.056;a;
sehr unproblematisch;0.914;0.189;0.041;a;
sehr unterhaltsam;0.785;0.280;0.015;a;
sehr unterhaltsam umgesetzt;0.458;0.138;0.056;a;
sehr unterstützend;0.984;0.087;0.031;a;
sehr unzufrieden;-0.935;0.224;0.047;a;
sehr variabel;0.912;0.191;0.020;a;
sehr variantenreich;1.000;0.000;0.000;a;
sehr verlässlich;1.000;0.000;0.000;a;
sehr verletzlich;0.918;0.185;0.051;a;
sehr verletzliche;0.969;0.174;0.062;a;
sehr verschließen;0.000;0.000;0.000;a;m
sehr verständlich;0.900;0.200;0.052;a;
sehr verständlich aufgebaut;0.966;0.125;0.035;a;
sehr verständlich beschreiben;0.993;0.059;0.014;a;
sehr verständlich erklärt;0.946;0.155;0.024;a;
sehr verständlich formuliert;0.958;0.138;0.056;a;
sehr verständlich gehalten;1.000;0.000;0.000;a;
sehr verständlich geschrieben;1.000;0.000;0.000;a;
sehr verträglich;1.000;0.000;0.000;a;
sehr vertrauen;0.938;0.165;0.074;a;
sehr verträumen;0.958;0.138;0.056;a;
sehr verunsichern;-0.800;0.000;0.000;a;m
sehr verwirrend;-0.400;0.000;0.000;a;m
sehr verzwickt;-0.400;0.000;0.000;a;m
sehr vibrationsarm;0.000;0.000;0.000;a;m
sehr viel;0.000;0.000;0.000;a;m
sehr viel abwechslungsreich;1.000;0.000;0.000;a;
sehr viel alt;0.000;0.000;0.000;a;m
sehr viel bekannt;0.000;0.000;0.000;a;m
sehr viel besser;0.625;0.668;0.149;a;
sehr viel Gefühl;0.927;0.177;0.021;n;
sehr viel glaubhaft;0.958;0.138;0.056;a;
sehr viel Herz;1.000;0.000;0.000;n;
sehr viel intensiv;0.000;0.000;0.000;a;m
sehr viel klar;0.938;0.165;0.043;a;
sehr viel Klassiker;0.938;0.165;0.074;n;
sehr viel mühe;0.400;0.000;0.000;a;m
sehr viel Qualität;1.000;0.000;0.000;n;
sehr viel rein;0.929;0.175;0.047;a;
sehr viel Respekt;1.000;0.000;0.000;n;
sehr viel ruhig;1.000;0.000;0.000;a;
sehr viel schlimmer;-0.800;0.000;0.000;a;m
sehr viel Sicherheit;0.958;0.138;0.056;n;
sehr viel Spaß;0.875;0.241;0.036;n;
sehr viel teuer;-0.800;0.000;0.000;a;m
sehr viel teurer;-0.800;0.000;0.000;a;m
sehr viel tiefgang;0.966;0.125;0.020;a;
sehr viel Vergnügen;1.000;0.000;0.000;n;
sehr viel Wahrheit;0.973;0.113;0.030;n;
sehr viel Witz;0.991;0.066;0.011;n;
sehr vielfältig;0.902;0.199;0.011;a;
sehr vielschichtig darstellen;1.000;0.000;0.000;a;
sehr vielseitig;0.947;0.153;0.035;a;
sehr vielseitig einsetzbar;0.906;0.195;0.040;a;
sehr vielseitig verwendbar;0.938;0.165;0.074;a;
sehr visuell;0.973;0.113;0.043;a;
sehr vorteilhaft;0.903;0.198;0.013;a;
sehr wahrheitsgetreu;0.966;0.125;0.035;a;
sehr wandelbar;1.000;0.000;0.000;a;
sehr weich gepolstert;0.958;0.138;0.056;a;
sehr weiterempfehlen;0.900;0.200;0.038;a;
sehr weiterhelfen;0.949;0.152;0.046;a;
sehr weitreichend;0.949;0.152;0.046;a;
sehr wertvoll;1.000;0.000;0.000;a;
sehr wertvoll Hilfe;1.000;0.000;0.000;n;
sehr wichtig;0.905;0.426;0.093;a;
sehr willkommene Abwechslung;0.979;0.100;0.026;n;
sehr witzig;0.877;0.216;0.025;a;
sehr witzig erzählt;0.906;0.195;0.069;a;
sehr witzig geschrieben;0.929;0.175;0.047;a;
sehr wohltuend;0.920;0.183;0.019;a;
sehr wohlwollenden;-0.542;0.138;0.056;a;
sehr wortgewandt;1.000;0.000;0.000;a;
sehr wunderschön;0.906;0.195;0.069;a;
sehr würdig;0.918;0.185;0.026;a;
sehr würzig;0.949;0.152;0.046;a;
sehr zahlreich vorhanden;0.500;0.000;0.000;a;
sehr zauberhaft;1.000;0.000;0.000;a;
sehr zeitlos;0.915;0.187;0.045;a;
sehr zentral;0.906;0.195;0.044;a;
sehr zielgenau;1.000;0.000;0.000;a;
sehr zufrieden;0.925;0.188;0.003;a;
sehr zufrieden einfach;1.000;0.000;0.000;a;
sehr zufrieden gestellt;0.938;0.165;0.043;a;
sehr zufrieden schnell;0.958;0.138;0.056;a;
sehr zufriedenstellen;1.000;0.000;0.000;a;
sehr zufriedenstellend;0.893;0.205;0.026;a;
sehr zugänglich;0.924;0.180;0.042;a;
sehr zügig geliefert;1.000;0.000;0.000;a;
sehr zuverlässig;0.970;0.119;0.021;a;
sehr zweckmäßig;0.901;0.199;0.036;a;
seidig glänzend;0.958;0.138;0.056;a;
Seifenoper;-0.395;0.512;0.162;n;
sein nicht möglich;-0.400;0.000;0.000;a;m
seither problemlos;0.507;0.059;0.020;a;
seither sehr zufrieden;0.938;0.165;0.074;a;
seither täglich;0.000;0.000;0.000;a;m
selbe Charme;0.542;0.138;0.056;n;
selbe genau;0.958;0.138;0.056;a;
selbe hoch;0.938;0.165;0.074;a;
selbe hoch Niveau;0.938;0.165;0.074;n;
selbe Lust;1.000;0.000;0.000;n;
selbe rein;1.000;0.000;0.000;a;
selbe Schuld;0.000;0.000;0.000;n;m
selbe schuld;0.000;0.000;0.000;a;m
selbe sehr gut;0.949;0.152;0.046;a;
selbst alltäglich;0.000;0.000;0.000;a;m
selbst altbekannte;0.938;0.165;0.074;a;
selbst ambitioniert;0.969;0.174;0.062;a;
selbst analog;0.000;0.000;0.000;a;m
selbst Angst;-0.800;0.000;0.000;n;m
selbst anspruchsvoll;1.000;0.000;0.000;a;
selbst aufopfernd;1.000;0.000;0.000;a;
selbst augenzwinkernd;0.500;0.125;0.044;a;
selbst begeistert;0.912;0.191;0.035;a;
selbst bereit;0.958;0.138;0.056;a;
selbst definieren;0.486;0.186;0.062;a;
selbst dicker;0.400;0.000;0.000;a;m
selbst entsprechend;0.958;0.138;0.056;a;
selbst erleben;0.000;0.000;0.000;a;m
selbst erstellbare;0.906;0.195;0.069;a;
selbst gekauft;0.000;0.000;0.000;a;m
selbst gelegentlich;0.000;0.000;0.000;a;m
selbst gerichtet;0.000;0.000;0.000;a;m
selbst gestalten;0.906;0.195;0.044;a;
selbst glücklich;1.000;0.000;0.000;a;
selbst halb;0.000;0.000;0.000;a;m
selbst hart;0.000;0.000;0.000;a;m
selbst individuell;1.000;0.000;0.000;a;
selbst intensiv;1.000;0.000;0.000;a;
selbst jahrelang;0.969;0.174;0.036;a;
selbst komponieren;0.000;0.000;0.000;a;m
selbst langjährig;1.000;0.000;0.000;a;
selbst liebevoll;1.000;0.000;0.000;a;
selbst nachrüsten;0.938;0.165;0.074;a;
selbst neugierig;0.958;0.138;0.056;a;
selbst oft sehend;1.000;0.000;0.000;a;
selbst produzieren;0.000;0.000;0.000;a;m
selbst richtig;0.958;0.138;0.040;a;
selbst schuld;0.000;0.000;0.000;a;m
