Word,Valence_N,Valence_M,Valence_SD,Arousal_N,Arousal_M,Arousal_SD,Concreteness_N,Concreteness_M,Concreteness_SD,Length,Cluster,,,,,,
Rinde,30,5.97,2.47,19,1.53,1.22,22,8.82,2.17,5,3,,,,,,
Ring,19,7.32,1.16,28,3.86,2.61,12,8.33,3.14,4,3,,,,,,
Risiko,20,5.05,2.70,28,6.79,2.38,20,4.70,3.59,6,4,,,,,,
Ritter,26,5.88,2.12,23,3.57,2.43,21,9.71,0.56,6,3,,,,,,
Roboter,37,4.30,2.22,32,2.53,2.77,16,8.88,1.82,7,3,,,,,,
Rock,32,6.47,1.98,20,4.75,3.21,20,8.60,2.74,4,3,,,,,,
Rohr,30,4.20,1.52,31,1.26,1.55,28,8.82,1.47,4,3,,,,,,
Rolle,19,5.11,1.37,8,3.38,1.30,15,6.47,3.42,5,1,,,,,,
Romantik,24,8.13,2.61,23,6.65,2.62,23,4.70,3.21,8,4,,,,,,
Romanze,29,7.79,2.91,23,6.39,2.81,22,5.77,2.45,7,4,,,,,,
Rosine,25,6.28,2.28,20,1.95,1.88,13,9.46,1.39,6,3,,,,,,
Rost,26,2.81,2.04,23,1.78,1.83,26,7.85,2.74,4,3,,,,,,
Route,33,5.91,1.55,18,3.00,2.87,19,6.47,3.13,5,1,,,,,,
Rückkehr,34,7.03,2.07,34,5.00,3.17,20,7.25,3.27,8,4,,,,,,
Rückschritt,36,2.72,2.36,18,4.28,2.70,20,4.05,2.48,11,2,,,,,,
Rücktritt,32,3.47,1.65,16,4.63,3.14,30,4.97,3.02,9,2,,,,,,
Rudel,23,5.00,1.76,25,4.20,2.35,18,7.61,1.94,5,3,,,,,,
Ruder,27,5.41,1.89,28,2.25,2.63,21,9.19,1.97,5,3,,,,,,
Ruf,34,5.44,1.62,16,4.06,3.30,25,4.96,2.72,3,1,,,,,,
Ruhestand,17,6.35,3.24,31,1.87,2.54,16,5.63,2.73,9,1,,,,,,
Ruhm,38,6.34,2.60,29,5.00,2.43,16,4.44,3.03,4,4,,,,,,
Ruine,17,2.82,3.13,24,3.96,2.68,22,8.55,1.71,5,2,,,,,,
Rum,24,5.21,2.65,33,3.85,3.03,14,8.93,1.64,3,3,,,,,,
Rundweg,29,6.00,1.69,28,1.57,2.03,23,7.70,2.36,7,3,,,,,,
Rüstung,26,4.12,2.41,31,4.23,3.38,21,8.33,2.87,7,3,,,,,,
Rutsche,27,6.19,1.30,23,4.00,2.92,15,8.60,2.26,7,3,,,,,,
Saal,30,5.50,1.89,36,2.17,2.55,21,8.52,1.47,4,3,,,,,,
Saat,21,5.90,2.21,31,1.84,2.13,21,7.33,2.08,4,3,,,,,,
Sabotage,29,2.41,2.16,22,5.77,2.67,17,4.82,2.46,8,2,,,,,,
Sache,33,4.79,1.54,20,1.90,1.94,24,4.00,3.23,5,1,,,,,,
Sack,35,3.97,1.56,19,3.32,3.13,25,8.16,2.46,4,3,,,,,,
Sadist,31,1.84,2.73,19,7.00,2.21,14,4.79,2.01,6,2,,,,,,
Saft,26,7.46,1.36,23,2.70,2.60,31,8.58,1.67,4,3,,,,,,
Säge,25,4.40,1.78,29,4.14,2.64,20,7.85,3.18,4,3,,,,,,
Sahne,32,7.19,2.15,24,3.54,2.84,31,9.13,1.89,5,3,,,,,,
Saison,20,6.15,1.95,24,3.50,2.77,16,5.00,2.76,6,1,,,,,,
Salat,28,7.18,1.47,27,1.81,2.11,11,8.00,2.65,5,3,,,,,,
Salz,26,5.96,1.71,20,2.65,2.81,18,9.67,0.97,4,3,,,,,,
Samen,23,6.13,2.12,24,4.75,3.31,22,7.95,1.50,5,4,,,,,,
Sammler,26,6.19,1.72,28,1.86,2.40,26,7.31,2.65,7,3,,,,,,
Sammlung,29,5.52,1.24,17,2.18,2.70,23,5.35,1.97,8,1,,,,,,
Samt,28,7.00,2.29,30,2.77,2.86,19,7.79,2.35,4,3,,,,,,
Sand,29,6.72,2.40,17,1.82,2.43,20,8.65,3.01,4,3,,,,,,
Sänger,31,6.55,2.39,29,4.00,2.75,24,8.33,2.14,6,3,,,,,,
Sanierung,22,4.73,2.49,26,3.50,2.42,20,6.60,2.98,9,1,,,,,,
Sanktion,25,4.16,2.51,31,5.13,2.87,26,4.54,3.35,8,2,,,,,,
Sattel,20,4.80,0.95,22,2.82,2.63,18,9.11,2.40,6,3,,,,,,
Satz,24,6.04,1.81,25,1.76,1.90,19,7.21,3.03,4,3,,,,,,
Sauberkeit,35,6.77,2.52,17,3.88,2.42,12,7.58,2.54,10,3,,,,,,
Sauerstoff,29,7.90,1.63,20,4.00,3.21,17,5.71,3.70,10,4,,,,,,
Säufer,29,2.24,3.14,20,6.05,2.63,27,8.15,1.94,6,2,,,,,,
Säugetier,25,5.80,2.29,18,2.22,1.86,30,7.30,2.84,9,3,,,,,,
Säugling,25,6.72,3.02,20,5.75,3.18,23,8.70,2.57,8,4,,,,,,
Säule,22,6.32,1.73,36,1.78,2.29,36,8.17,2.65,5,3,,,,,,
Saum,32,5.22,1.21,21,0.86,1.35,17,7.47,2.70,4,3,,,,,,
Säumnis,25,3.08,2.04,18,2.78,3.08,15,2.73,2.28,7,1,,,,,,
Säure,35,3.29,2.35,31,5.19,2.48,27,6.78,2.41,5,2,,,,,,
Schädel,33,3.85,1.64,24,4.38,2.89,24,9.50,1.35,7,3,,,,,,
Schaden,32,2.91,2.57,26,5.23,3.41,21,5.81,2.86,7,2,,,,,,
Schadstoff,34,2.38,2.85,22,4.64,2.46,16,6.31,3.00,10,2,,,,,,
Schaf,26,6.23,2.16,15,2.60,2.61,22,9.55,1.14,5,3,,,,,,
Schalter,20,5.35,1.27,20,1.85,2.78,14,8.36,1.74,8,3,,,,,,
Scham,23,2.78,1.88,26,6.04,2.76,24,5.08,3.08,5,2,,,,,,
Schanze,32,4.56,1.78,32,3.81,3.42,15,6.87,3.42,7,3,,,,,,
Schärfung,22,4.41,1.82,8,6.13,2.03,11,4.73,2.76,9,2,,,,,,
Schatten,24,4.54,2.21,15,2.73,2.84,24,8.21,2.62,8,3,,,,,,
Schätzung,18,5.44,2.01,19,2.58,2.43,18,3.44,2.89,9,1,,,,,,
Schauder,25,3.20,2.50,24,5.71,2.58,18,4.22,2.92,8,2,,,,,,
Schauer,36,3.58,2.14,24,4.71,2.60,16,7.06,2.49,7,2,,,,,,
Schaum,32,6.97,1.93,24,4.21,2.92,20,8.90,2.51,6,3,,,,,,
Schauspiel,36,6.08,2.27,17,4.65,2.09,20,7.10,2.05,10,4,,,,,,
Scheibe,30,5.00,1.39,25,0.64,0.86,11,8.45,1.63,7,3,,,,,,
Scheibenwischer,41,4.98,1.97,30,1.27,1.72,27,8.74,2.35,15,3,,,,,,
Scheidung,26,2.50,2.86,27,5.85,2.77,27,6.15,3.25,9,2,,,,,,
Schein,24,5.08,2.72,18,4.67,2.68,13,4.62,2.33,6,1,,,,,,
Scheinwerfer,28,4.50,1.77,24,2.92,2.30,29,8.62,2.80,12,3,,,,,,
Scheißdreck,29,1.45,1.33,21,6.14,3.66,26,4.31,3.00,11,2,,,,,,
Scheitel,26,4.62,1.55,23,1.83,2.31,20,7.40,3.03,8,3,,,,,,
Schelte,26,1.77,1.42,11,4.09,2.51,22,5.82,3.11,7,2,,,,,,
Schema,20,5.20,1.58,27,1.44,1.87,22,4.09,3.01,6,1,,,,,,
Scheune,19,6.11,1.94,20,2.40,2.33,24,9.25,1.89,7,3,,,,,,
Schicht,28,4.18,1.81,25,2.40,2.04,9,5.78,3.60,7,1,,,,,,
Schicksal,20,4.40,1.70,19,7.42,2.50,22,4.00,3.35,9,2,,,,,,
Schiebung,20,2.35,1.46,28,4.25,3.27,16,3.25,3.15,9,2,,,,,,
Schiff,22,6.55,1.50,25,3.04,2.95,27,8.67,2.70,6,3,,,,,,
Schiffbruch,29,1.83,1.47,19,5.37,1.95,18,7.06,2.96,11,2,,,,,,
Schild,17,6.29,1.90,19,1.84,2.03,25,8.00,2.52,6,3,,,,,,
Schinken,31,4.90,2.47,15,2.87,1.64,19,8.63,2.63,8,3,,,,,,
Schirm,27,5.48,2.03,23,1.43,2.15,29,9.00,2.30,6,3,,,,,,
Schlachtung,27,2.15,2.41,14,6.93,3.36,22,6.09,3.35,11,2,,,,,,
Schlaf,28,8.25,1.62,25,2.76,2.26,24,7.13,3.14,6,3,,,,,,
Schlafwandeln,27,3.74,1.97,26,3.08,2.73,38,7.39,2.49,13,3,,,,,,
Schlag,28,2.29,1.96,26,6.42,2.96,17,5.88,2.87,6,2,,,,,,
Schläger,19,2.00,2.36,21,7.33,2.13,15,7.67,2.44,8,2,,,,,,
Schlamm,26,4.42,2.35,20,2.65,2.25,26,9.31,0.93,7,3,,,,,,
Schlampigkeit,18,2.39,1.91,13,5.31,2.78,21,6.10,2.76,13,2,,,,,,
Schlange,28,4.39,2.38,17,5.06,2.54,9,9.78,0.44,8,3,,,,,,
Schleier,21,4.86,2.67,20,3.00,2.90,22,7.45,3.10,8,3,,,,,,
Schleim,29,2.41,2.72,21,4.05,3.01,22,8.45,1.47,7,2,,,,,,
Schlinge,32,2.44,1.92,31,5.16,2.88,20,8.00,2.20,8,2,,,,,,
Schlitten,33,5.79,2.48,17,4.06,3.23,22,8.59,2.44,9,3,,,,,,
Schloss,23,7.22,2.17,20,3.80,2.31,27,8.59,2.06,7,3,,,,,,
Schluss,31,4.19,2.09,20,5.30,2.96,22,4.77,2.99,7,2,,,,,,
Schlüssel,31,6.10,1.56,30,2.77,2.88,17,9.29,1.61,9,3,,,,,,
Schlussfolgerung,31,6.45,1.93,18,3.83,3.01,31,4.52,3.52,16,1,,,,,,
Schmach,24,2.25,2.15,13,6.69,3.12,23,3.87,2.69,7,2,,,,,,
Schmetterling,36,8.31,1.94,28,5.46,2.73,20,8.80,2.42,13,4,,,,,,
Schmied,25,5.76,1.76,24,0.96,1.46,15,8.73,2.49,7,3,,,,,,
Schmuck,29,6.17,2.32,28,4.11,2.51,17,8.76,1.79,7,3,,,,,,
Schmuggel,18,3.17,2.53,30,4.97,2.58,27,6.93,2.66,9,2,,,,,,
Schmutz,28,2.50,1.97,33,3.97,2.17,21,6.52,2.44,7,2,,,,,,
Schnappschuss,23,6.83,2.12,22,4.50,2.76,19,6.95,2.88,13,4,,,,,,
Schnaps,32,4.72,2.59,26,3.92,2.88,19,7.79,2.46,7,3,,,,,,
Schnecke,34,4.91,2.14,23,1.70,2.18,14,9.07,1.82,8,3,,,,,,
Schnee,31,5.90,2.81,21,3.19,2.96,19,9.53,0.96,6,3,,,,,,
Schneider,34,5.68,2.31,23,1.39,1.62,16,7.69,3.24,9,3,,,,,,
Schnitt,18,3.83,1.72,16,3.69,3.03,23,6.70,2.74,7,1,,,,,,
Schnorchel,24,5.42,1.79,19,2.11,2.38,26,8.77,2.10,10,3,,,,,,
Schnur,21,5.29,2.22,27,2.04,2.75,23,8.57,2.23,6,3,,,,,,
Schokolade,25,6.92,3.53,22,5.00,2.74,27,8.93,2.59,10,4,,,,,,
Schönheit,29,7.76,2.18,26,6.04,2.69,17,4.71,2.02,9,4,,,,,,
Schöpfer,30,5.77,2.80,26,4.15,2.31,23,4.48,3.01,8,1,,,,,,
Schöpfung,32,6.25,2.83,24,3.58,2.67,23,3.61,2.84,9,1,,,,,,
Schornsteinfeger,29,6.07,2.09,23,2.57,2.57,24,9.25,2.13,16,3,,,,,,
Schotter,26,4.92,2.02,25,2.72,2.65,17,7.59,2.15,8,3,,,,,,
Schrank,24,5.00,1.41,28,1.54,2.10,25,9.32,0.95,7,3,,,,,,
Schraube,30,4.93,1.87,18,1.00,1.53,23,8.13,3.40,8,3,,,,,,
Schreck,34,3.53,2.19,29,7.07,2.58,30,5.33,2.58,7,2,,,,,,
Schreibtisch,29,5.69,1.37,22,2.50,2.35,26,9.31,1.72,12,3,,,,,,
Schrift,32,6.44,2.30,22,2.95,2.10,13,6.69,2.06,7,3,,,,,,
Schriftsteller,33,7.58,1.98,22,3.36,2.44,20,7.40,2.60,14,3,,,,,,
Schub,31,5.42,2.26,21,3.38,3.14,16,3.88,3.14,5,1,,,,,,
Schublade,22,4.68,2.06,20,2.05,2.68,23,9.00,2.47,9,3,,,,,,
Schuh,34,6.41,1.48,21,2.29,2.39,28,9.54,1.10,5,3,,,,,,
Schuld,34,1.91,2.15,14,6.86,2.66,23,3.48,2.21,6,2,,,,,,
Schüler,44,5.64,1.70,37,2.35,2.00,25,8.00,2.40,7,3,,,,,,
Schuppen,14,3.50,1.91,16,2.63,2.31,11,8.18,2.04,8,3,,,,,,
Schürze,31,4.74,1.79,18,2.00,2.52,20,7.95,3.19,7,3,,,,,,
Schuss,25,2.16,2.13,22,6.55,3.04,20,7.60,2.23,6,2,,,,,,
Schutz,32,7.34,1.99,23,4.91,3.25,31,5.52,2.59,6,4,,,,,,
Schwächling,16,2.50,1.97,30,3.97,2.97,24,5.29,3.04,11,2,,,,,,
Schwamm,27,4.96,1.60,32,1.16,1.82,26,8.42,1.70,7,3,,,,,,
Schwan,32,6.97,1.89,26,2.88,2.55,21,9.38,1.99,6,3,,,,,,
Schwanz,11,5.00,1.79,22,5.27,3.38,20,8.55,1.96,7,3,,,,,,
Schwein,17,4.12,1.76,21,3.62,2.97,31,8.48,2.73,7,3,,,,,,
Schweiß,28,3.64,2.93,20,5.20,2.95,25,8.08,2.48,7,2,,,,,,
Schwerkraft,29,5.41,1.38,24,2.83,2.65,35,6.77,3.15,11,3,,,,,,
Schwert,37,3.78,2.45,27,6.04,3.45,24,9.71,0.62,7,2,,,,,,
Schwester,29,6.62,2.61,28,3.54,2.59,23,8.87,1.55,9,3,,,,,,
Schwierigkeit,33,3.55,2.22,26,5.12,2.76,21,5.10,3.03,13,2,,,,,,
Schwimmbad,35,5.69,2.18,20,3.20,3.09,26,8.85,2.24,10,3,,,,,,
Schwund,27,2.78,1.99,23,3.17,2.79,16,3.81,2.32,7,1,,,,,,
Schwung,26,7.81,2.23,22,6.45,2.58,20,5.25,3.04,7,4,,,,,,
See,30,7.40,1.69,23,3.70,3.18,25,9.08,1.29,3,3,,,,,,
Seele,27,7.63,1.80,27,5.00,2.72,24,3.92,3.65,5,4,,,,,,
Seelsorge,29,6.93,2.02,33,4.30,2.77,26,4.62,2.93,9,4,,,,,,
Segel,33,6.30,1.24,25,2.92,2.34,25,9.12,1.20,5,3,,,,,,
Segen,30,6.13,2.86,17,3.53,2.96,14,4.57,3.82,5,1,,,,,,
Sehne,31,4.23,1.78,23,3.09,3.40,15,7.47,2.61,5,3,,,,,,
Sehnsucht,27,5.48,2.08,27,6.59,2.44,25,5.68,3.17,9,4,,,,,,
Seide,35,7.54,1.88,23,3.52,2.86,29,7.90,2.77,5,3,,,,,,
Seife,23,6.26,1.96,26,1.69,1.91,25,9.36,1.04,5,3,,,,,,
Seil,27,5.11,2.24,19,1.63,2.59,23,9.30,1.15,4,3,,,,,,
Seite,21,5.52,1.21,20,1.75,1.94,16,5.44,4.00,5,1,,,,,,
Sekretär,21,4.43,1.25,21,1.90,2.17,13,7.31,1.80,8,3,,,,,,
Sekt,26,5.62,2.25,26,4.15,3.12,17,9.71,0.69,4,3,,,,,,
Sektor,27,4.07,2.15,18,2.22,1.93,30,5.07,2.89,6,1,,,,,,
Sekunde,25,4.88,2.13,24,3.50,2.77,20,8.10,2.31,7,3,,,,,,
Selbständigkeit,28,7.00,3.23,24,5.04,2.58,25,4.08,2.48,15,4,,,,,,
Selbstbestimmung,21,8.00,2.10,21,5.62,3.12,17,4.94,3.40,16,4,,,,,,
Selbstbewusstsein,22,7.45,1.53,25,5.00,2.75,18,4.67,3.45,17,4,,,,,,
Selbstmord,28,1.43,2.39,19,6.63,3.74,20,5.55,3.17,10,2,,,,,,
Selbstverständlichkeit,30,6.27,2.18,28,3.57,2.62,24,3.75,3.31,22,1,,,,,,
Seminar,23,5.52,1.73,19,2.84,2.99,19,6.63,2.75,7,3,,,,,,
Sender,23,5.30,1.66,26,2.69,1.89,15,5.53,2.42,6,1,,,,,,
Sendung,34,5.97,1.57,22,2.68,2.08,16,6.94,2.08,7,3,,,,,,
Senkung,26,5.00,1.55,27,2.63,2.51,16,3.69,3.38,7,1,,,,,,
Sense,15,2.47,1.68,24,4.29,2.94,16,8.94,1.84,5,2,,,,,,
Serie,36,5.69,1.98,25,2.88,2.44,22,6.05,2.34,5,1,,,,,,
Serum,13,4.77,2.20,29,3.45,2.56,20,6.75,2.27,5,1,,,,,,
Sessel,28,7.71,1.38,21,2.52,2.98,15,9.47,0.83,6,3,,,,,,
Sex,26,7.46,2.76,13,6.77,2.65,21,8.48,1.81,3,4,,,,,,
Sicherheit,27,7.33,2.66,26,3.85,2.52,20,4.70,2.96,10,4,,,,,,
Sicherung,22,5.68,1.64,19,3.26,2.21,22,6.14,2.73,9,1,,,,,,
Sicht,24,6.71,1.49,26,3.65,2.87,19,4.84,2.63,5,1,,,,,,
Siedlung,29,5.00,1.77,22,2.14,1.81,24,7.58,1.86,8,3,,,,,,
Sieg,26,7.77,1.92,28,7.79,2.35,17,7.47,2.37,4,4,,,,,,
Siegel,27,5.22,1.60,18,2.56,2.20,15,8.73,1.39,6,3,,,,,,
Signal,20,5.25,1.55,20,5.25,3.24,27,6.59,2.69,6,4,,,,,,
Simulation,28,5.14,1.60,16,3.19,2.66,21,5.38,2.46,10,1,,,,,,
Sinn,36,7.36,1.57,19,5.16,3.18,11,3.55,3.21,4,4,,,,,,
Sitte,23,4.74,2.16,27,4.07,2.56,24,3.13,2.19,5,1,,,,,,
Situation,28,5.21,1.71,22,3.59,3.03,20,3.45,2.93,9,1,,,,,,
Sitz,22,5.05,1.65,23,1.52,1.56,19,7.16,2.34,4,3,,,,,,
Sitzung,37,4.24,1.94,22,3.36,2.74,22,6.14,3.15,7,1,,,,,,
Skala,29,5.14,1.71,27,2.56,3.20,18,8.22,2.37,5,3,,,,,,
Skandal,38,3.21,2.04,27,5.37,3.20,24,3.96,2.42,7,2,,,,,,
Skelett,23,4.91,2.25,19,3.42,2.76,29,9.59,0.82,7,3,,,,,,
Skizze,27,5.96,1.29,29,2.45,2.50,37,7.30,2.89,6,3,,,,,,
Sklave,19,1.68,3.07,23,6.09,2.50,26,7.88,2.50,6,2,,,,,,
Skrupel,19,4.47,2.01,21,5.00,2.53,18,4.22,3.57,7,1,,,,,,
Sockel,28,5.11,1.50,17,1.53,2.00,26,7.42,2.00,6,3,,,,,,
Sofa,24,7.71,1.55,26,1.77,2.25,21,9.71,1.31,4,3,,,,,,
Sohle,29,5.00,1.65,22,0.95,1.29,28,8.54,1.88,5,3,,,,,,
Soldat,30,3.20,2.40,19,5.68,2.81,19,8.53,1.68,6,2,,,,,,
Solidarität,28,7.68,1.31,28,5.89,2.10,28,4.75,3.32,11,4,,,,,,
Solo,21,4.33,2.06,20,3.80,2.75,18,5.39,3.09,4,1,,,,,,
Sommer,29,8.48,2.25,15,6.53,2.85,16,8.19,2.40,6,4,,,,,,
Sonate,22,6.36,2.42,20,3.85,3.00,25,5.52,3.18,6,4,,,,,,
Sonde,26,3.35,2.26,16,2.38,2.31,20,6.45,2.87,5,1,,,,,,
Sonne,25,8.92,1.12,24,6.17,3.17,29,8.66,2.04,5,4,,,,,,
Sorte,34,5.71,1.27,21,1.86,2.20,28,4.79,3.07,5,1,,,,,,
Spalte,36,3.94,1.69,20,3.65,2.80,24,7.50,2.06,6,3,,,,,,
Spaltung,26,3.54,1.90,25,5.88,2.65,17,4.88,2.60,8,2,,,,,,
Spange,18,3.72,1.67,21,1.76,1.70,18,8.00,2.47,6,3,,,,,,
Spaß,29,8.83,1.75,23,6.52,2.68,17,5.82,1.85,4,4,,,,,,
Spaten,21,4.52,1.99,34,1.68,2.06,22,9.05,1.96,6,3,,,,,,
Speiche,31,5.13,1.78,21,1.24,1.48,22,9.14,1.13,7,3,,,,,,
Speise,29,6.59,2.20,22,3.45,2.50,23,7.35,2.31,6,3,,,,,,
Spektrum,37,6.19,1.81,20,1.15,1.31,23,5.26,3.17,8,1,,,,,,
Spekulation,24,3.75,1.42,18,5.72,2.59,19,4.26,3.23,11,2,,,,,,
Spender,23,7.48,1.65,22,4.45,2.30,24,6.33,2.57,7,4,,,,,,
Spezialist,21,5.57,2.27,22,4.23,2.79,15,5.60,3.44,10,1,,,,,,
Spezialität,26,7.19,1.83,20,4.10,2.95,19,6.05,2.37,11,4,,,,,,
Spiegel,28,5.79,1.83,16,2.88,2.60,28,9.00,2.46,7,3,,,,,,
Spiel,30,7.27,2.23,19,5.63,1.95,14,5.57,2.93,5,4,,,,,,
Spielraum,28,6.29,1.86,28,3.61,2.62,19,4.68,3.61,9,1,,,,,,
Spinne,30,3.10,2.58,23,5.61,3.12,26,9.19,1.70,6,2,,,,,,
Spinnennetz,25,2.96,2.34,25,3.24,2.80,20,9.30,1.42,11,3,,,,,,
Spirale,32,4.97,1.93,22,2.59,2.77,21,6.71,2.94,7,3,,,,,,
Spore,34,4.32,2.27,23,2.26,2.43,26,6.69,2.99,5,3,,,,,,
Sport,28,6.57,2.56,19,4.89,3.48,19,6.84,2.71,5,4,,,,,,
Sprache,28,7.50,1.93,13,3.46,3.38,16,5.75,3.61,7,4,,,,,,
Spray,25,4.04,1.79,32,3.75,3.15,19,8.16,1.86,5,3,,,,,,
Sprecher,28,5.25,1.73,25,2.20,2.43,25,6.76,2.74,8,3,,,,,,
Sprichwort,26,5.12,2.14,19,2.16,2.36,20,5.60,2.66,10,1,,,,,,
Spruch,30,5.63,1.61,23,2.43,1.83,18,4.67,3.09,6,1,,,,,,
Sprung,17,6.12,2.03,20,4.80,2.98,19,6.21,3.03,6,4,,,,,,
Staat,30,4.00,2.21,32,4.09,3.10,26,6.15,3.25,5,1,,,,,,
Stabilität,25,7.40,2.20,18,1.50,1.47,15,5.20,3.49,10,1,,,,,,
Stadion,38,5.24,2.39,21,5.10,3.08,24,8.71,2.87,7,3,,,,,,
Stadium,29,4.79,1.90,21,3.29,2.88,18,3.89,2.83,7,1,,,,,,
Stadt,26,6.08,2.24,31,3.94,3.11,18,7.94,2.48,5,3,,,,,,
Stadtteil,20,5.40,1.76,21,1.95,1.83,25,8.20,2.80,9,3,,,,,,
Staffel,16,6.00,1.93,24,2.08,2.10,19,5.53,2.70,7,1,,,,,,
Stahl,35,4.60,2.08,21,3.57,2.62,22,7.36,2.74,5,3,,,,,,
Stall,35,5.51,2.17,24,3.13,2.86,19,8.53,1.31,5,3,,,,,,
Stamm,20,6.30,1.98,26,1.62,2.33,22,7.59,2.99,5,3,,,,,,
Stand,22,4.77,1.23,14,1.36,1.55,17,4.53,3.00,5,1,,,,,,
Standpunkt,33,6.12,1.95,24,5.08,2.65,15,4.33,2.66,10,4,,,,,,
Stange,25,4.48,1.33,30,2.60,2.53,28,8.21,2.81,6,3,,,,,,
Start,26,6.88,1.75,27,5.41,3.00,25,6.20,3.20,5,4,,,,,,
Startbahn,28,5.11,2.02,30,3.67,2.81,19,7.95,2.46,9,3,,,,,,
Station,25,4.76,2.39,20,1.85,2.23,26,6.27,2.76,7,1,,,,,,
Stationierung,30,3.43,2.22,25,3.04,2.46,21,4.86,3.32,13,1,,,,,,
Statistik,27,4.30,2.33,30,2.00,2.17,20,5.70,3.26,9,1,,,,,,
Stätte,21,4.71,1.74,24,2.17,2.44,17,5.35,2.52,6,1,,,,,,
Status,23,4.96,2.01,23,3.35,2.50,28,3.86,3.01,6,1,,,,,,
Staub,27,3.52,2.29,21,2.71,2.95,15,8.20,2.62,5,3,,,,,,
Stecker,27,5.56,1.69,22,2.14,3.08,17,7.29,3.31,7,3,,,,,,
Steg,32,6.59,1.72,21,2.10,2.28,23,7.61,2.41,4,3,,,,,,
Stein,16,6.06,2.21,30,1.63,1.90,23,9.43,1.73,5,3,,,,,,
Steinzeit,22,5.18,1.37,26,3.08,2.78,21,6.33,3.68,9,1,,,,,,
Stelle,16,5.19,1.83,17,2.35,1.77,14,3.93,2.30,6,1,,,,,,
Stellung,24,5.54,1.84,18,5.06,3.57,24,5.54,2.54,8,4,,,,,,
Stempel,27,4.70,1.41,22,1.77,2.25,26,8.27,2.47,7,3,,,,,,
Stern,28,7.61,2.20,24,4.58,2.78,19,9.42,1.07,5,3,,,,,,
Stich,23,4.04,2.77,23,5.48,3.03,25,8.12,2.09,5,2,,,,,,
Stier,31,5.06,2.08,22,5.00,2.79,17,9.24,2.44,5,3,,,,,,
Stift,30,6.20,1.65,20,0.85,2.08,18,8.61,1.88,5,3,,,,,,
Stiftung,24,6.17,2.22,21,1.43,1.63,21,5.00,3.32,8,1,,,,,,
Stil,24,7.08,1.89,16,3.75,2.35,23,3.74,2.54,4,1,,,,,,
Stille,26,6.96,2.42,23,2.91,3.04,16,6.56,3.97,6,3,,,,,,
Stimmung,17,5.41,1.23,26,6.15,2.59,24,4.17,3.40,8,4,,,,,,
Stirn,26,5.38,1.20,24,1.88,2.11,30,9.37,0.93,5,3,,,,,,
Stock,24,4.17,1.27,16,2.94,2.26,22,8.45,2.28,5,3,,,,,,
Stoff,27,5.78,2.01,21,2.00,1.70,8,4.75,3.49,5,1,,,,,,
Stolz,27,6.04,2.33,21,4.76,2.32,21,4.90,2.28,5,4,,,,,,
Stöpsel,29,4.93,1.69,16,1.81,2.51,28,8.43,2.39,7,3,,,,,,
Störung,28,2.43,1.75,25,5.88,2.73,22,4.95,2.84,7,2,,,,,,
Stoß,23,3.65,1.97,26,4.92,2.65,20,6.35,2.25,4,2,,,,,,
Strand,29,8.10,1.70,28,5.00,3.04,24,9.38,0.88,6,4,,,,,,
Straße,32,5.03,1.28,16,3.00,2.39,16,8.81,1.80,6,3,,,,,,
Strategie,22,5.95,2.26,26,4.62,2.21,17,6.18,3.64,9,4,,,,,,
Strauch,39,6.33,2.08,18,2.17,2.20,24,8.08,2.32,7,3,,,,,,
Strauß,23,6.22,2.56,21,3.48,2.66,11,8.73,1.49,6,3,,,,,,
Streichholz,22,5.73,2.07,20,2.05,2.58,23,9.13,2.38,11,3,,,,,,
Streifen,29,5.55,1.80,19,2.37,2.29,20,6.55,2.89,8,3,,,,,,
Streik,28,3.61,2.13,14,5.57,2.62,23,7.22,2.47,6,2,,,,,,
Streit,28,2.46,2.28,30,6.70,3.01,21,6.24,3.46,6,2,,,,,,
Strich,26,4.62,1.88,17,1.65,2.18,19,8.21,2.04,6,3,,,,,,
Strick,15,3.00,1.65,18,5.28,3.20,28,8.32,2.18,6,2,,,,,,
Stroh,25,5.84,1.68,27,2.22,2.45,25,8.60,2.81,5,3,,,,,,
Strom,17,5.76,2.22,17,4.41,3.41,20,6.15,3.20,5,4,,,,,,
Strophe,28,5.64,1.37,22,1.91,2.67,11,6.55,2.38,7,3,,,,,,
Struktur,25,5.64,2.53,20,3.40,3.35,25,4.28,3.17,8,1,,,,,,
Strumpf,27,5.30,1.41,22,2.14,2.57,15,9.00,2.62,7,3,,,,,,
Stube,23,6.83,2.48,21,1.43,1.86,16,8.31,1.89,5,3,,,,,,
Stück,13,5.08,1.38,19,2.37,2.61,20,5.95,2.95,5,1,,,,,,
Student,23,6.83,1.80,16,3.63,2.45,27,8.19,2.30,7,3,,,,,,
Studie,30,5.10,2.29,20,3.05,3.12,25,4.60,3.06,6,1,,,,,,
Studio,33,6.24,1.94,29,2.86,2.43,21,6.67,2.56,6,3,,,,,,
Studium,29,7.28,2.09,21,5.48,2.52,17,7.59,2.60,7,4,,,,,,
Stuhl,31,5.19,2.23,20,0.85,1.76,21,8.90,2.30,5,3,,,,,,
Stuhlgang,35,3.77,2.44,25,3.48,2.84,29,7.93,2.64,9,3,,,,,,
Stumpfsinn,19,2.84,2.65,32,3.28,3.23,20,3.45,2.14,10,1,,,,,,
